Country,Continent,Rank,Title,Artists,Album,Explicit,Duration
Ireland,Europe,46,Boyfriend,Mabel,High Expectations,0,3:45
Ireland,Europe,47,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Ireland,Europe,48,Cap (feat. Offset),"KSI, Offset",Dissimulation,1,3:11
Ireland,Europe,49,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Ireland,Europe,50,Killa Killa (feat. Aiyana Lee),"KSI, Aiyana-Lee",Dissimulation,1,2:31
Israel,Asia,1,Blinding Lights,The Weeknd,After Hours,0,3:20
Israel,Asia,2,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Israel,Asia,3,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Israel,Asia,4,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Israel,Asia,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Israel,Asia,6,סטפן לגר,Dudu Faruk,סטפן לגר,0,2:12
Israel,Asia,7,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Israel,Asia,8,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Israel,Asia,9,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Israel,Asia,10,את חסרה לי,Eden Hason,את חסרה לי,0,2:49
Israel,Asia,11,מסע,Eliad,מסע,0,3:27
Israel,Asia,12,אלוף העולם,Hanan Ben Ari,אלוף העולם,0,3:35
Israel,Asia,13,אם תרצי,Hanan Ben Ari,אם תרצי,0,2:56
Israel,Asia,14,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Israel,Asia,15,חצי בשבילי,Itay Levi,חצי בשבילי,0,3:23
Israel,Asia,16,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Israel,Asia,17,נחכה לך,"Nathan Goshen, Ishay Ribo",באתי לחלום,0,3:27
Israel,Asia,18,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Israel,Asia,19,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Israel,Asia,20,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Israel,Asia,21,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
Israel,Asia,22,לשוב הביתה,Ishay Ribo,שטח אפור,0,3:17
Israel,Asia,23,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Israel,Asia,24,Falling,Trevor Daniel,Nicotine,0,2:39
Israel,Asia,25,GOOBA,6ix9ine,GOOBA,1,2:12
Israel,Asia,26,In Your Eyes,The Weeknd,After Hours,1,3:57
Israel,Asia,27,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Israel,Asia,28,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Israel,Asia,29,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Israel,Asia,30,אין יותר מועדונים,Eden Hason,שמישהו יעצור אותי,0,3:04
Israel,Asia,31,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Israel,Asia,32,שגרה מפוארת,Omer Adam,עומר,0,2:52
Israel,Asia,33,חלק מהזמן,Idan Amedi,חלק מהזמן,0,3:43
Israel,Asia,34,מישהו איתי כאן,Benaia Barabi,מישהו איתי כאן,0,3:38
Israel,Asia,35,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Israel,Asia,36,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,And If You Will Come To Me,0,3:32
Israel,Asia,37,אגרוף,Eden Ben Zaken,אגרוף,0,3:09
Israel,Asia,38,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Israel,Asia,39,איתך,Eden Hason,איתך,0,2:43
Israel,Asia,40,Sunday Best,Surfaces,Where the Light Is,0,2:38
Israel,Asia,41,הלב שלי,Ishay Ribo,אלול תשע״ט,0,3:59
Israel,Asia,42,עברו חודשיים,"Agam Buhbut, Gal Adam",עברו חודשיים,0,2:48
Israel,Asia,43,ממה את מפחדת,"Eyal Golan, Benaia Barabi",הפוך מהיקום - חלק שני,0,3:11
Israel,Asia,44,מתגעגעת,Nathan Goshen,באתי לחלום,0,3:01
Israel,Asia,45,אם אתה גבר,Noa Kirel,אם אתה גבר,0,3:15
Israel,Asia,46,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Israel,Asia,47,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Israel,Asia,48,עד מחר,Eviatar Banai,לילה כיום יאיר,0,4:27
Israel,Asia,49,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Israel,Asia,50,שמש,Hanan Ben Ari,שמש,0,3:58
Italy,Europe,1,Good Times,Ghali,DNA,0,2:43
Italy,Europe,2,Mediterranea,Irama,Mediterranea,0,2:57
Italy,Europe,3,ELEGANTE (feat. Sfera Ebbasta),"DrefGold, Sfera Ebbasta",ELO,1,3:40
Italy,Europe,4,Spigoli,"Carl Brave, Mara Sattei, tha Supreme",Spigoli,0,4:16
Italy,Europe,5,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,1,4:09
Italy,Europe,6,Fiori di Chernobyl,Mr.Rain,Fiori di Chernobyl,0,2:55
Italy,Europe,7,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Italy,Europe,8,Auto Blu,"Shiva, Eiffel 65",Auto Blu,1,2:46
Italy,Europe,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Italy,Europe,10,Il bacio di Klimt,Emanuele Aloia,Il bacio di Klimt,0,2:57
Italy,Europe,11,GOOBA,6ix9ine,GOOBA,1,2:12
Italy,Europe,12,"TesTa TrA Le NuVoLE, pT. 2","Alfa, Yanomi","TesTa TrA Le NuVoLE, pT. 2",0,3:00
Italy,Europe,13,Nena (feat. Geolier & Andry The Hitmaker),"Boro Boro, Geolier, Andry The Hitmaker",Nena (feat. Geolier & Andry The Hitmaker),1,2:29
Italy,Europe,14,OPPS (feat. Capo Plaza),"DrefGold, Capo Plaza",ELO,1,3:14
Italy,Europe,15,Problemi Con Tutti (Giuda),Fedez,Problemi Con Tutti (Giuda),0,2:14
Italy,Europe,16,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Italy,Europe,17,Blinding Lights,The Weeknd,After Hours,0,3:20
Italy,Europe,18,Chega,Gaia,Genesi,0,3:04
Italy,Europe,19,Boogieman (feat. Salmo),"Ghali, Salmo",DNA,1,2:39
Italy,Europe,20,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Italy,Europe,21,Le Feste Di Pablo (con Fedez),"CARA, Fedez",Le Feste Di Pablo (con Fedez),0,3:13
Italy,Europe,22,Per sentirmi vivo,"Fasma, GG",Io sono Fasma,0,2:57
Italy,Europe,23,ENJOY (feat. Tedua),"DrefGold, Tedua",ELO,1,3:07
Italy,Europe,24,Moonlight Popolare (feat. Massimo Pericolo),"Mahmood, Massimo Pericolo",Moonlight Popolare (feat. Massimo Pericolo),0,3:35
Italy,Europe,25,Una volta ancora (feat. Ana Mena),"Fred De Palma, Ana Mena",Uebe,0,2:54
Italy,Europe,26,Dilemme (with tha Supreme & Mara Sattei),"Lous and The Yakuza, tha Supreme, Mara Sattei",Dilemme (with tha Supreme & Mara Sattei),0,3:51
Italy,Europe,27,Rapide,Mahmood,Rapide,0,4:03
Italy,Europe,28,blun7 a swishland,tha Supreme,23 6451,1,2:47
Italy,Europe,29,PUSSY (feat. Lazza & Salmo),"Dark Polo Gang, Tony Effe, Lazza, Salmo",DARK BOYS CLUB,1,2:41
Italy,Europe,30,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Italy,Europe,31,AMIRI BOYS (feat. Capo Plaza),"Dark Polo Gang, Tony Effe, Capo Plaza",DARK BOYS CLUB,1,2:35
Italy,Europe,32,SNITCH E IMPICCI (feat. FSK SATELLITE),"DrefGold, FSK SATELLITE",ELO,1,3:22
Italy,Europe,33,Bando,ANNA,Bando,0,2:48
Italy,Europe,34,Missili,"Frah Quintale, Giorgio Poi",Lungolinea.,0,3:15
Italy,Europe,35,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Italy,Europe,36,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Italy,Europe,37,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Italy,Europe,38,Chiasso,Random,Chiasso,0,3:02
Italy,Europe,39,Ringo Starr,Pinguini Tattici Nucleari,Fuori dall'Hype Ringo Starr,0,3:03
Italy,Europe,40,BANKROLL (feat. Luchè),"DrefGold, Luche",ELO,1,2:46
Italy,Europe,41,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Italy,Europe,42,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Italy,Europe,43,16 Marzo (feat. Gow Tribe),"Achille Lauro, Gow Tribe",16 Marzo (feat. Gow Tribe),0,3:53
Italy,Europe,44,Musica (E Il Resto Scompare),Elettra Lamborghini,Twerking Queen,0,3:14
Italy,Europe,45,Ti volevo dedicare (feat. J-AX & Boomdabash),"Rocco Hunt, J-AX, Boomdabash",Libertà,0,3:28
Italy,Europe,46,ZERO+ZERO (feat. Lazza),"DrefGold, Lazza",ELO,1,2:30
Italy,Europe,47,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Italy,Europe,48,Sono un bravo ragazzo un po' fuori di testa,Random,Sono un bravo ragazzo un po' fuori di testa,0,2:50
Italy,Europe,49,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37
Italy,Europe,50,NEON - Le Ali (feat. Elisa),"Marracash, Elisa",Persona,1,3:27
Japan,Asia,1,夜に駆ける,YOASOBI,夜に駆ける,0,4:21
Japan,Asia,2,Pretender,Official HIGE DANdism,Traveler,0,5:26
Japan,Asia,3,kousui,Eito,kousui,0,4:12
Japan,Asia,4,I Love...,Official HIGE DANdism,I Love...,0,4:42
Japan,Asia,5,Hakujitsu,King Gnu,Ceremony,0,4:36
Japan,Asia,6,Shukumei,Official HIGE DANdism,Traveler,0,4:40
Japan,Asia,7,115万キロのフィルム,Official HIGE DANdism,エスカパレード,0,5:24
Japan,Asia,8,Gurenge,LiSA,Gurenge,0,3:58
Japan,Asia,9,Yesterday,Official HIGE DANdism,Traveler,0,4:59
Japan,Asia,10,ノーダウト,Official HIGE DANdism,エスカパレード,0,3:22
Japan,Asia,11,Machigaisagashi,Masaki Suda,LOVE,0,3:43
Japan,Asia,12,Marigold,Aimyon,Momentary Sixth Sense,0,5:06
Japan,Asia,13,ただ君に晴れ,Yorushika,負け犬にアンコールはいらない,0,3:18
Japan,Asia,14,snow jam,Rin音,snow jam,0,3:04
Japan,Asia,15,Parabola,Official HIGE DANdism,Parabola,0,5:01
Japan,Asia,16,Sayonara Elegy,Masaki Suda,Play,0,4:17
Japan,Asia,17,僕のこと,Mrs. GREEN APPLE,Attitude,0,5:21
Japan,Asia,18,Harunohi,Aimyon,Harunohi,0,5:26
Japan,Asia,19,高嶺の花子さん,back number,ラブストーリー,0,4:54
Japan,Asia,20,Walking with you,Novelbright,SKYWALK,0,3:43
Japan,Asia,21,インフェルノ,Mrs. GREEN APPLE,Attitude,0,3:31
Japan,Asia,22,Stand By You,Official HIGE DANdism,Traveler,0,4:16
Japan,Asia,23,点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",青と夏,0,5:07
Japan,Asia,24,青と夏,Mrs. GREEN APPLE,Attitude,0,4:30
Japan,Asia,25,Anataga Iru Kotode,Uru,Orion Blue (Special Edition),0,5:16
Japan,Asia,26,裸の心,Aimyon,裸の心,0,4:56
Japan,Asia,27,君はロックを聴かない,Aimyon,青春のエキサイトメント,0,4:06
Japan,Asia,28,Hikoutei,King Gnu,Ceremony,0,4:20
Japan,Asia,29,未完成,Leo Ieiri,未完成,0,4:00
Japan,Asia,30,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Japan,Asia,31,KAIBUTSUSAN (feat. Aimyon),"Ken Hirai, Aimyon",KAIBUTSUSAN (feat. Aimyon),0,4:04
Japan,Asia,32,Doron,King Gnu,Ceremony,0,3:02
Japan,Asia,33,ロマンチシズム,Mrs. GREEN APPLE,Attitude,0,3:33
Japan,Asia,34,No Regret,wacci,Gunjo Refrain,0,5:04
Japan,Asia,35,Teenager Forever,King Gnu,Ceremony,0,3:09
Japan,Asia,36,HANABI,Mr.Children,SUPERMARKET FANTASY,0,5:42
Japan,Asia,37,Let the Night,Aimyon,Momentary Sixth Sense,0,3:58
Japan,Asia,38,奏(かなで),Sukima Switch,夏雲ノイズ,0,5:28
Japan,Asia,39,ハッピーエンド,back number,アンコール,0,5:14
Japan,Asia,40,Time,Hikaru Utada,Time,0,4:57
Japan,Asia,41,Turning Up,ARASHI,Turning Up,0,3:02
Japan,Asia,42,小さな恋のうた,MONGOL800,MESSAGE,0,3:42
Japan,Asia,43,366日,HY,HeartY,0,5:52
Japan,Asia,44,ワタリドリ,[Alexandros],ALXD,0,4:08
Japan,Asia,45,Wherever you are,ONE OK ROCK,Niche Syndrome,0,4:55
Japan,Asia,46,Vintage,Official HIGE DANdism,Traveler,0,4:12
Japan,Asia,47,Umbrella,King Gnu,Ceremony,0,3:23
Japan,Asia,48,打上花火,"DAOKO, Kenshi Yonezu",THANK YOU BLUE,0,4:49
Japan,Asia,49,Closer - Tokyo Remix,"The Chainsmokers, Mackenyu Arata",World War Joy (Japan Edition),0,4:06
Japan,Asia,50,愛をこめて花束を,Superfly,"LOVE, PEACE & FIRE",0,4:56
Latvia,Europe,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Latvia,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20
Latvia,Europe,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Latvia,Europe,4,GOOBA,6ix9ine,GOOBA,1,2:12
Latvia,Europe,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Latvia,Europe,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Latvia,Europe,7,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Latvia,Europe,8,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Latvia,Europe,9,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Latvia,Europe,10,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Latvia,Europe,11,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Latvia,Europe,12,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Latvia,Europe,13,Sunday Best,Surfaces,Where the Light Is,0,2:38
Latvia,Europe,14,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Latvia,Europe,15,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Latvia,Europe,16,Falling,Trevor Daniel,Nicotine,0,2:39
Latvia,Europe,17,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Latvia,Europe,18,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Latvia,Europe,19,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Latvia,Europe,20,After Party,Don Toliver,Heaven Or Hell,1,2:47
Latvia,Europe,21,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Latvia,Europe,22,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Latvia,Europe,23,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Latvia,Europe,24,In Your Eyes,The Weeknd,After Hours,1,3:57
Latvia,Europe,25,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Latvia,Europe,26,Say So,Doja Cat,Hot Pink,1,3:57
Latvia,Europe,27,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Latvia,Europe,28,Party Girl,StaySolidRocky,Party Girl,0,2:27
Latvia,Europe,29,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Latvia,Europe,30,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Latvia,Europe,31,Adore You,Harry Styles,Fine Line,0,3:27
Latvia,Europe,32,Daechwita,Agust D,D-2,1,3:45
Latvia,Europe,33,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Latvia,Europe,34,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Latvia,Europe,35,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Latvia,Europe,36,Righteous,Juice WRLD,Righteous,1,4:03
Latvia,Europe,37,everything i wanted,Billie Eilish,everything i wanted,0,4:05
Latvia,Europe,38,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Latvia,Europe,39,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Latvia,Europe,40,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Latvia,Europe,41,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Latvia,Europe,42,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Latvia,Europe,43,I Got Love,"MiyaGi & Endspiel, Rem Digga",I Got Love,0,4:36
Latvia,Europe,44,Skechers,DripReport,Skechers,1,1:46
Latvia,Europe,45,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
Latvia,Europe,46,Ride It,Regard,Ride It,0,2:37
Latvia,Europe,47,Salt,Ava Max,Salt,0,3:00
Latvia,Europe,48,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Latvia,Europe,49,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Latvia,Europe,50,Daisies,Katy Perry,Daisies,0,2:53
Lithuania,Europe,1,Blinding Lights,The Weeknd,After Hours,0,3:20
Lithuania,Europe,2,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Lithuania,Europe,3,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Lithuania,Europe,4,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Lithuania,Europe,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Lithuania,Europe,6,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Lithuania,Europe,7,In Your Eyes,The Weeknd,After Hours,1,3:57
Lithuania,Europe,8,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Lithuania,Europe,9,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Lithuania,Europe,10,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Lithuania,Europe,11,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Lithuania,Europe,12,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Lithuania,Europe,13,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Lithuania,Europe,14,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Lithuania,Europe,15,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Lithuania,Europe,16,GOOBA,6ix9ine,GOOBA,1,2:12
Lithuania,Europe,17,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Lithuania,Europe,18,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Lithuania,Europe,19,Sunday Best,Surfaces,Where the Light Is,0,2:38
Lithuania,Europe,20,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Lithuania,Europe,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Lithuania,Europe,22,On Fire,THE ROOP,On Fire,0,2:50
Lithuania,Europe,23,August,Intelligency,August,0,2:59
Lithuania,Europe,24,Falling,Trevor Daniel,Nicotine,0,2:39
Lithuania,Europe,25,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Lithuania,Europe,26,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Lithuania,Europe,27,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Lithuania,Europe,28,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Lithuania,Europe,29,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Lithuania,Europe,30,Say So,Doja Cat,Hot Pink,1,3:57
Lithuania,Europe,31,YES,"OG Version, Proflame",YES,1,2:30
Lithuania,Europe,32,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Lithuania,Europe,33,Salt,Ava Max,Salt,0,3:00
Lithuania,Europe,34,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Lithuania,Europe,35,Adore You,Harry Styles,Fine Line,0,3:27
Lithuania,Europe,36,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Lithuania,Europe,37,Party Girl,StaySolidRocky,Party Girl,0,2:27
Lithuania,Europe,38,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
Lithuania,Europe,39,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Lithuania,Europe,40,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Lithuania,Europe,41,Daechwita,Agust D,D-2,1,3:45
Lithuania,Europe,42,After Party,Don Toliver,Heaven Or Hell,1,2:47
Lithuania,Europe,43,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Lithuania,Europe,44,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Lithuania,Europe,45,Physical,Dua Lipa,Future Nostalgia,0,3:13
Lithuania,Europe,46,everything i wanted,Billie Eilish,everything i wanted,0,4:05
Lithuania,Europe,47,Taip Jau Gavosi,Sisters On Wire,Taip Jau Gavosi,0,3:10
Lithuania,Europe,48,Daisies,Katy Perry,Daisies,0,2:53
Lithuania,Europe,49,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
Lithuania,Europe,50,Судно (Борис Рижий),Molchat Doma,Этажи,0,2:21
Luxembourg,Europe,1,No Time To Die,Billie Eilish,No Time To Die,0,4:02
Luxembourg,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20
Luxembourg,Europe,3,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Luxembourg,Europe,4,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Luxembourg,Europe,5,Falling,Trevor Daniel,Falling,0,2:39
Luxembourg,Europe,6,Don't Start Now,Dua Lipa,Don't Start Now,0,3:03
Luxembourg,Europe,7,Life Is Good (feat. Drake),"Future, Drake",Life Is Good (feat. Drake),1,3:57
Luxembourg,Europe,8,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Luxembourg,Europe,9,Mios mit Bars,Luciano,Mios mit Bars,0,3:52
Luxembourg,Europe,10,everything i wanted,Billie Eilish,everything i wanted,0,4:05
Luxembourg,Europe,11,Yummy,Justin Bieber,Changes,0,3:28
Luxembourg,Europe,12,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Luxembourg,Europe,13,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Luxembourg,Europe,14,Give No Fxk,"Migos, Travis Scott, Young Thug",Give No Fxk,1,3:44
Luxembourg,Europe,15,Verkackt,"Gzuz, Bonez MC",Gzuz,1,2:16
Luxembourg,Europe,16,Ride It,Regard,Ride It,0,2:37
Luxembourg,Europe,17,Forever (feat. Post Malone & Clever),"Justin Bieber, Post Malone, Clever",Changes,0,3:39
Luxembourg,Europe,18,Memories,Maroon 5,Memories,0,3:09
Luxembourg,Europe,19,Roller,Apache 207,Platte,1,2:37
Luxembourg,Europe,20,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),1,3:41
Luxembourg,Europe,21,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Luxembourg,Europe,22,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Luxembourg,Europe,23,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
Luxembourg,Europe,24,Ne reviens pas,"Gradur, Heuss L'enfoiré",Zone 59,1,3:08
Luxembourg,Europe,25,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
Luxembourg,Europe,26,Donuts,Gzuz,Gzuz,1,2:42
Luxembourg,Europe,27,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Luxembourg,Europe,28,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Luxembourg,Europe,29,What If I Told You That I Love You,Ali Gatie,What If I Told You That I Love You,0,3:13
Luxembourg,Europe,30,You should be sad,Halsey,Manic,1,3:25
Luxembourg,Europe,31,Gazozial,Gzuz,Gzuz,1,2:38
Luxembourg,Europe,32,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Luxembourg,Europe,33,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
Luxembourg,Europe,34,Adore You,Harry Styles,Fine Line,0,3:27
Luxembourg,Europe,35,Weiss,Samra,Weiss,0,2:42
Luxembourg,Europe,36,What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,0,3:00
Luxembourg,Europe,37,Suicidal,YNW Melly,Melly vs. Melvin,1,3:42
Luxembourg,Europe,38,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",Romance,0,2:50
Luxembourg,Europe,39,Loco,Gzuz,Gzuz,1,2:28
Luxembourg,Europe,40,Say So,Doja Cat,Hot Pink,1,3:57
Luxembourg,Europe,41,Ausgezahlt,"Gzuz, RAF Camora",Gzuz,1,2:38
Luxembourg,Europe,42,Was hat es gebracht,Gzuz,Gzuz,1,2:33
Luxembourg,Europe,43,AMEX BLACK,Joker Bra,AMEX BLACK,1,2:54
Luxembourg,Europe,44,Physical,Dua Lipa,Physical,0,3:13
Luxembourg,Europe,45,Trampoline (with ZAYN),"SHAED, ZAYN",Melt (Deluxe),0,3:04
Luxembourg,Europe,46,hot girl bummer,blackbear,hot girl bummer,1,3:05
Luxembourg,Europe,47,Baianá,Bakermat,Baianá,0,3:02
Luxembourg,Europe,48,Know Your Worth,"Khalid, Disclosure",Know Your Worth,0,3:01
